"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length"
"PCOAH_00006780","PCOAH_00006780-t30_1","P. coatneyi Hackeri","CP016242:310,888..312,035(+)","Uncharacterized protein","381"
"PCOAH_00006790","PCOAH_00006790-t30_1","P. coatneyi Hackeri","CP016242:327,223..329,988(+)","Uncharacterized protein","2424"
"PCOAH_00006800","PCOAH_00006800-t30_1","P. coatneyi Hackeri","CP016242:330,420..332,604(-)","PLP-dependent aminotransferase","1728"
"PCOAH_00006810","PCOAH_00006810-t30_1","P. coatneyi Hackeri","CP016242:334,115..335,020(-)","Uncharacterized protein","906"
"PCOAH_00006820","PCOAH_00006820-t30_1","P. coatneyi Hackeri","CP016242:339,308..340,282(+)","Uncharacterized protein","975"
"PCOAH_00006830","PCOAH_00006830-t30_1","P. coatneyi Hackeri","CP016242:341,619..344,240(-)","CCAAT-box DNA binding protein","2622"
"PCOAH_00006840","PCOAH_00006840-t30_1","P. coatneyi Hackeri","CP016242:351,718..356,850(+)","Uncharacterized protein","5133"
"PCOAH_00006850","PCOAH_00006850-t30_1","P. coatneyi Hackeri","CP016242:359,255..361,368(-)","Uncharacterized protein","1002"
"PCOAH_00006860","PCOAH_00006860-t30_1","P. coatneyi Hackeri","CP016242:363,707..364,693(+)","Glyoxalase II","987"
"PCOAH_00006870","PCOAH_00006870-t30_1","P. coatneyi Hackeri","CP016242:366,908..374,539(+)","Uncharacterized protein","7141"
"PCOAH_00006880","PCOAH_00006880-t30_1","P. coatneyi Hackeri","CP016242:375,355..378,963(-)","Uncharacterized protein","3609"
"PCOAH_00006890","PCOAH_00006890-t30_1","P. coatneyi Hackeri","CP016242:380,908..381,813(-)","Phosphoesterase","906"
"PCOAH_00006900","PCOAH_00006900-t30_1","P. coatneyi Hackeri","CP016242:383,367..386,166(-)","Uncharacterized protein","1602"
"PCOAH_00006910","PCOAH_00006910-t30_1","P. coatneyi Hackeri","CP016242:387,157..390,791(-)","Eukaryotic translation initiation factor 3 subunit C","3229"
"PCOAH_00006920","PCOAH_00006920-t30_1","P. coatneyi Hackeri","CP016242:390,932..392,036(+)","hypothetical protein","333"
"PCOAH_00006930","PCOAH_00006930-t30_1","P. coatneyi Hackeri","CP016242:398,952..406,031(-)","Uncharacterized protein","7080"
"PCOAH_00006940","PCOAH_00006940-t30_1","P. coatneyi Hackeri","CP016242:408,075..409,199(+)","Uncharacterized protein","1125"
"PCOAH_00006950","PCOAH_00006950-t30_1","P. coatneyi Hackeri","CP016242:409,638..411,188(+)","Tat binding protein 1(TBP-1)-interacting protein","1551"
"PCOAH_00006960","PCOAH_00006960-t30_1","P. coatneyi Hackeri","CP016242:411,679..415,845(-)","DNA-directed RNA polymerase subunit beta","4167"
"PCOAH_00006970","PCOAH_00006970-t30_1","P. coatneyi Hackeri","CP016242:417,879..419,396(-)","Eukaryotic translation initiation factor","1518"
"PCOAH_00006980","PCOAH_00006980-t30_1","P. coatneyi Hackeri","CP016242:424,840..426,930(+)","Uncharacterized protein","2091"
"PCOAH_00006990","PCOAH_00006990-t30_1","P. coatneyi Hackeri","CP016242:427,673..430,223(+)","Uncharacterized protein","2136"
"PCOAH_00007000","PCOAH_00007000-t30_1","P. coatneyi Hackeri","CP016242:431,223..438,527(-)","Uncharacterized protein","7062"
"PCOAH_00007010","PCOAH_00007010-t30_1","P. coatneyi Hackeri","CP016242:441,118..443,755(-)","Uncharacterized protein","2589"
"PCOAH_00007020","PCOAH_00007020-t30_1","P. coatneyi Hackeri","CP016242:450,025..451,730(-)","Uncharacterized protein","542"
"PCOAH_00007030","PCOAH_00007030-t30_1","P. coatneyi Hackeri","CP016242:453,137..454,270(+)","Uncharacterized protein","996"
"PCOAH_00007040","PCOAH_00007040-t30_1","P. coatneyi Hackeri","CP016242:455,557..456,457(+)","Uncharacterized protein","549"
"PCOAH_00007050","PCOAH_00007050-t30_1","P. coatneyi Hackeri","CP016242:456,971..458,599(-)","tRNA dimethylallyltransferase","1629"
"PCOAH_00007060","PCOAH_00007060-t30_1","P. coatneyi Hackeri","CP016242:459,109..461,955(-)","Uncharacterized protein","1567"
"PCOAH_00007070","PCOAH_00007070-t30_1","P. coatneyi Hackeri","CP016242:465,727..467,074(-)","Uncharacterized protein","1176"
"PCOAH_00007080","PCOAH_00007080-t30_1","P. coatneyi Hackeri","CP016242:467,680..468,424(+)","50s ribosomal protein l29","528"
"PCOAH_00007090","PCOAH_00007090-t30_1","P. coatneyi Hackeri","CP016242:469,328..482,329(+)","Uncharacterized protein","12393"
"PCOAH_00007100","PCOAH_00007100-t30_1","P. coatneyi Hackeri","CP016242:483,314..493,642(+)","Cysteine repeat modular protein","10032"
"PCOAH_00007110","PCOAH_00007110-t30_1","P. coatneyi Hackeri","CP016242:494,796..495,481(+)","Acyl carrier protein","477"
"PCOAH_00007120","PCOAH_00007120-t30_1","P. coatneyi Hackeri","CP016242:497,595..501,989(+)","Transporter/permease protein","4395"
"PCOAH_00007130","PCOAH_00007130-t30_1","P. coatneyi Hackeri","CP016242:502,338..506,591(-)","Uncharacterized protein","4254"
"PCOAH_00007140","PCOAH_00007140-t30_1","P. coatneyi Hackeri","CP016242:507,141..507,854(+)","Uncharacterized protein","543"
"PCOAH_00007150","PCOAH_00007150-t30_1","P. coatneyi Hackeri","CP016242:508,641..510,067(+)","Uncharacterized protein","1182"
"PCOAH_00007160","PCOAH_00007160-t30_1","P. coatneyi Hackeri","CP016242:510,866..513,586(-)","Uncharacterized protein","2721"
"PCOAH_00007170","PCOAH_00007170-t30_1","P. coatneyi Hackeri","CP016242:521,395..525,663(+)","Uncharacterized protein","4269"
"PCOAH_00007180","PCOAH_00007180-t30_1","P. coatneyi Hackeri","CP016242:527,600..528,232(-)","Uncharacterized protein","519"
"PCOAH_00007190","PCOAH_00007190-t30_1","P. coatneyi Hackeri","CP016242:529,961..532,750(-)","Uncharacterized protein","2790"
"PCOAH_00007200","PCOAH_00007200-t30_1","P. coatneyi Hackeri","CP016242:534,391..535,196(+)","U6 snRNA-associated Sm-like protein LSm7","324"
"PCOAH_00007210","PCOAH_00007210-t30_1","P. coatneyi Hackeri","CP016242:536,110..540,759(-)","Krox-like protein. putative","4650"
"PCOAH_00007220","PCOAH_00007220-t30_1","P. coatneyi Hackeri","CP016242:545,040..547,172(+)","putative cytosolic iron-sulfur protein assembly protein CIAO1-like protein","2133"
"PCOAH_00007230","PCOAH_00007230-t30_1","P. coatneyi Hackeri","CP016242:548,974..552,214(+)","Phosphodiesterase","2910"
"PCOAH_00007240","PCOAH_00007240-t30_1","P. coatneyi Hackeri","CP016242:552,915..554,264(+)","Hydroxymethylbilane synthase","1350"
"PCOAH_00007250","PCOAH_00007250-t30_1","P. coatneyi Hackeri","CP016242:555,124..556,382(+)","Uncharacterized protein","748"
"PCOAH_00007260","PCOAH_00007260-t30_1","P. coatneyi Hackeri","CP016242:557,004..557,573(-)","Uncharacterized protein","570"
"PCOAH_00007270","PCOAH_00007270-t30_1","P. coatneyi Hackeri","CP016242:558,355..561,102(-)","Abc transporter","2748"
"PCOAH_00007280","PCOAH_00007280-t30_1","P. coatneyi Hackeri","CP016242:562,819..564,361(-)","SICA antigen","1263"
"PCOAH_00007290","PCOAH_00007290-t30_1","P. coatneyi Hackeri","CP016242:579,180..581,522(+)","SICA antigen","2106"
"PCOAH_00007300","PCOAH_00007300-t30_1","P. coatneyi Hackeri","CP016242:599,554..600,757(+)","50S ribosomal protein L1","1032"
"PCOAH_00007310","PCOAH_00007310-t30_1","P. coatneyi Hackeri","CP016242:601,604..602,527(-)","Syntaxin 5","924"
"PCOAH_00007320","PCOAH_00007320-t30_1","P. coatneyi Hackeri","CP016242:605,585..608,491(-)","Uncharacterized protein","2907"
"PCOAH_00007330","PCOAH_00007330-t30_1","P. coatneyi Hackeri","CP016242:612,488..613,099(+)","Uncharacterized protein","612"
"PCOAH_00007340","PCOAH_00007340-t30_1","P. coatneyi Hackeri","CP016242:613,771..615,201(-)","Uncharacterized protein","1431"
"PCOAH_00007350","PCOAH_00007350-t30_1","P. coatneyi Hackeri","CP016242:616,822..619,868(-)","Uncharacterized protein","2844"
"PCOAH_00007360","PCOAH_00007360-t30_1","P. coatneyi Hackeri","CP016242:620,637..621,923(+)","Uncharacterized protein","1287"
"PCOAH_00007370","PCOAH_00007370-t30_1","P. coatneyi Hackeri","CP016242:622,544..626,242(-)","Uncharacterized protein","3699"
"PCOAH_00007380","PCOAH_00007380-t30_1","P. coatneyi Hackeri","CP016242:628,255..630,088(-)","Uncharacterized protein","1467"
"PCOAH_00007390","PCOAH_00007390-t30_1","P. coatneyi Hackeri","CP016242:633,033..635,578(+)","Mannosyltransferase","1293"
"PCOAH_00007400","PCOAH_00007400-t30_1","P. coatneyi Hackeri","CP016242:637,193..642,377(+)","Kinesin-related protein","4839"
"PCOAH_00007410","PCOAH_00007410-t30_1","P. coatneyi Hackeri","CP016242:643,066..643,767(+)","Heat shock protein","702"
"PCOAH_00007420","PCOAH_00007420-t30_1","P. coatneyi Hackeri","CP016242:644,217..648,590(-)","Uncharacterized protein","4374"
"PCOAH_00007430","PCOAH_00007430-t30_1","P. coatneyi Hackeri","CP016242:649,847..653,932(-)","Minichromosome mainoenance protein","3411"
"PCOAH_00007440","PCOAH_00007440-t30_1","P. coatneyi Hackeri","CP016242:656,290..657,791(+)","Heat shock protein DnaJ","826"
"PCOAH_00007450","PCOAH_00007450-t30_1","P. coatneyi Hackeri","CP016242:659,362..660,918(-)","Ribosomal protein S18","1209"
"PCOAH_00007460","PCOAH_00007460-t30_1","P. coatneyi Hackeri","CP016242:662,612..669,381(+)","Uncharacterized protein","6531"
"PCOAH_00007470","PCOAH_00007470-t30_1","P. coatneyi Hackeri","CP016242:678,661..679,305(+)","SICA antigen","645"
"PCOAH_00007480","PCOAH_00007480-t30_1","P. coatneyi Hackeri","CP016242:680,029..681,830(-)","KIR protein","1143"
"PCOAH_00007490","PCOAH_00007490-t30_1","P. coatneyi Hackeri","CP016242:687,022..689,703(+)","Uncharacterized protein","2277"
"PCOAH_00007500","PCOAH_00007500-t30_1","P. coatneyi Hackeri","CP016242:694,901..698,740(-)","P-type ATPase","3840"
"PCOAH_00007510","PCOAH_00007510-t30_1","P. coatneyi Hackeri","CP016242:701,120..702,366(-)","Glutathione peroxidase","810"
"PCOAH_00007520","PCOAH_00007520-t30_1","P. coatneyi Hackeri","CP016242:703,183..704,667(+)","Uncharacterized protein","1485"
"PCOAH_00007530","PCOAH_00007530-t30_1","P. coatneyi Hackeri","CP016242:712,059..714,121(+)","KIR-like protein","1764"
"PCOAH_00007540","PCOAH_00007540-t30_1","P. coatneyi Hackeri","CP016242:722,028..723,380(+)","CYIR protein","906"
"PCOAH_00007550","PCOAH_00007550-t30_1","P. coatneyi Hackeri","CP016242:726,523..728,601(+)","Uncharacterized protein","2079"
"PCOAH_00007560","PCOAH_00007560-t30_1","P. coatneyi Hackeri","CP016242:730,204..732,381(-)","DNAJ protein","1661"
"PCOAH_00007570","PCOAH_00007570-t30_1","P. coatneyi Hackeri","CP016242:735,278..735,832(+)","41-2 protein antigen","555"
"PCOAH_00007580","PCOAH_00007580-t30_1","P. coatneyi Hackeri","CP016242:737,658..740,603(+)","Acetyl CoA synthetase","2946"
"PCOAH_00007590","PCOAH_00007590-t30_1","P. coatneyi Hackeri","CP016242:741,108..742,823(-)","Uncharacterized protein","1716"
"PCOAH_00007600","PCOAH_00007600-t30_1","P. coatneyi Hackeri","CP016242:744,152..744,949(-)","Uncharacterized protein","543"
"PCOAH_00007610","PCOAH_00007610-t30_1","P. coatneyi Hackeri","CP016242:746,180..748,159(-)","Uncharacterized protein","1980"
"PCOAH_00007620","PCOAH_00007620-t30_1","P. coatneyi Hackeri","CP016242:750,447..751,658(+)","Uncharacterized protein","708"
"PCOAH_00007630","PCOAH_00007630-t30_1","P. coatneyi Hackeri","CP016242:756,004..758,671(+)","Ribonucleoside-diphosphate reductase","2547"
"PCOAH_00007640","PCOAH_00007640-t30_1","P. coatneyi Hackeri","CP016242:759,376..760,125(-)","Uncharacterized protein","474"
"PCOAH_00007650","PCOAH_00007650-t30_1","P. coatneyi Hackeri","CP016242:761,912..769,826(-)","SICA antigen","4905"
"PCOAH_00007660","PCOAH_00007660-t30_1","P. coatneyi Hackeri","CP016242:773,345..774,297(-)","Uncharacterized protein","759"
"PCOAH_00007670","PCOAH_00007670-t30_1","P. coatneyi Hackeri","CP016242:777,920..779,993(-)","N-acetyltransferase","1728"
"PCOAH_00007680","PCOAH_00007680-t30_1","P. coatneyi Hackeri","CP016242:781,929..782,690(+)","Histidine triad protein","606"
"PCOAH_00007690","PCOAH_00007690-t30_1","P. coatneyi Hackeri","CP016242:783,293..786,824(+)","ATP-dependent Clp protease proteolytic subunit","3324"
"PCOAH_00007700","PCOAH_00007700-t30_1","P. coatneyi Hackeri","CP016242:789,131..792,281(+)","cGMP-dependent protein kinase","2571"
"PCOAH_00007710","PCOAH_00007710-t30_1","P. coatneyi Hackeri","CP016242:792,813..794,105(-)","Uncharacterized protein","1293"
"PCOAH_00007720","PCOAH_00007720-t30_1","P. coatneyi Hackeri","CP016242:794,729..797,485(-)","Uncharacterized protein","2757"
"PCOAH_00007730","PCOAH_00007730-t30_1","P. coatneyi Hackeri","CP016242:798,856..801,606(-)","Uncharacterized protein","2751"
"PCOAH_00007740","PCOAH_00007740-t30_1","P. coatneyi Hackeri","CP016242:804,672..811,643(+)","Uncharacterized protein","6972"
"PCOAH_00007750","PCOAH_00007750-t30_1","P. coatneyi Hackeri","CP016242:811,649..816,726(-)","Uncharacterized protein","4713"
"PCOAH_00007760","PCOAH_00007760-t30_1","P. coatneyi Hackeri","CP016242:818,236..820,083(-)","Glucose-6-phosphate isomerase","1848"
"PCOAH_00007770","PCOAH_00007770-t30_1","P. coatneyi Hackeri","CP016242:822,260..823,192(+)","Uncharacterized protein","933"
"PCOAH_00007780","PCOAH_00007780-t30_1","P. coatneyi Hackeri","CP016242:823,552..825,015(-)","GTPase","1464"
"PCOAH_00007790","PCOAH_00007790-t30_1","P. coatneyi Hackeri","CP016242:828,338..832,340(+)","Uncharacterized protein","2538"
"PCOAH_00007800","PCOAH_00007800-t30_1","P. coatneyi Hackeri","CP016242:835,605..840,701(+)","Uncharacterized protein","5097"
"PCOAH_00007810","PCOAH_00007810-t30_1","P. coatneyi Hackeri","CP016242:841,116..841,832(-)","Uncharacterized protein","717"
"PCOAH_00007820","PCOAH_00007820-t30_1","P. coatneyi Hackeri","CP016242:843,428..844,003(+)","Uncharacterized protein","576"
"PCOAH_00007830","PCOAH_00007830-t30_1","P. coatneyi Hackeri","CP016242:846,790..855,834(+)","NAD(P)H-dependent glutamate synthase","9045"
"PCOAH_00007840","PCOAH_00007840-t30_1","P. coatneyi Hackeri","CP016242:856,579..858,707(-)","Uncharacterized protein","1738"
"PCOAH_00007850","PCOAH_00007850-t30_1","P. coatneyi Hackeri","CP016242:860,163..861,209(+)","Uncharacterized protein","1047"
"PCOAH_00007860","PCOAH_00007860-t30_1","P. coatneyi Hackeri","CP016242:861,384..862,616(-)","Cytochrome c oxidase assembly protein","1233"
"PCOAH_00007870","PCOAH_00007870-t30_1","P. coatneyi Hackeri","CP016242:863,991..865,666(-)","Uncharacterized protein","1058"
"PCOAH_00007880","PCOAH_00007880-t30_1","P. coatneyi Hackeri","CP016242:866,344..867,108(-)","Mitochondrial glycoprotein domain containing protein","765"
"PCOAH_00007890","PCOAH_00007890-t30_1","P. coatneyi Hackeri","CP016242:869,488..869,976(+)","Uncharacterized protein","489"
"PCOAH_00007900","PCOAH_00007900-t30_1","P. coatneyi Hackeri","CP016242:871,335..872,963(-)","Methionine aminopeptidase 2","1629"
"PCOAH_00007910","PCOAH_00007910-t30_1","P. coatneyi Hackeri","CP016242:874,474..895,776(+)","Uncharacterized protein","21303"
"PCOAH_00007920","PCOAH_00007920-t30_1","P. coatneyi Hackeri","CP016242:897,261..898,427(+)","Uncharacterized protein","855"
"PCOAH_00007930","PCOAH_00007930-t30_1","P. coatneyi Hackeri","CP016242:899,160..900,842(-)","STI1-like protein","1683"
"PCOAH_00007940","PCOAH_00007940-t30_1","P. coatneyi Hackeri","CP016242:903,528..904,936(+)","Calmodulin","829"
"PCOAH_00007950","PCOAH_00007950-t30_1","P. coatneyi Hackeri","CP016242:905,606..906,796(-)","tRNA-ribosyltransferase","1191"
"PCOAH_00007960","PCOAH_00007960-t30_1","P. coatneyi Hackeri","CP016242:907,564..909,129(+)","ABC transporter","774"
"PCOAH_00007970","PCOAH_00007970-t30_1","P. coatneyi Hackeri","CP016242:909,486..914,687(-)","Serine/threonine protein kinase","5202"
"PCOAH_00007980","PCOAH_00007980-t30_1","P. coatneyi Hackeri","CP016242:916,372..923,079(+)","Uncharacterized protein","6708"
"PCOAH_00007990","PCOAH_00007990-t30_1","P. coatneyi Hackeri","CP016242:924,059..929,687(+)","Uncharacterized protein","5493"
"PCOAH_00008000","PCOAH_00008000-t30_1","P. coatneyi Hackeri","CP016242:929,850..930,410(-)","Microsomal signal peptidase 12 kDa subunit","306"
"PCOAH_00008010","PCOAH_00008010-t30_1","P. coatneyi Hackeri","CP016242:934,341..939,317(+)","DNA topoisomerase 2","4455"
"PCOAH_00008020","PCOAH_00008020-t30_1","P. coatneyi Hackeri","CP016242:943,865..959,205(+)","Uncharacterized protein","14706"
"PCOAH_00008030","PCOAH_00008030-t30_1","P. coatneyi Hackeri","CP016242:959,705..961,648(-)","Chromatin assembly factor 1 p55 subunit","1503"
"PCOAH_00008040","PCOAH_00008040-t30_1","P. coatneyi Hackeri","CP016242:964,364..967,648(+)","Uncharacterized protein","3285"
"PCOAH_00008050","PCOAH_00008050-t30_1","P. coatneyi Hackeri","CP016242:968,066..971,964(-)","Uncharacterized protein","3009"
"PCOAH_00008060","PCOAH_00008060-t30_1","P. coatneyi Hackeri","CP016242:972,510..972,909(+)","Ribosome biogenesis protein Nop10","243"
"PCOAH_00008070","PCOAH_00008070-t30_1","P. coatneyi Hackeri","CP016242:973,885..974,816(+)","SF-assemblin/beta giardin domain containing protein","786"
"PCOAH_00008080","PCOAH_00008080-t30_1","P. coatneyi Hackeri","CP016242:975,769..977,610(+)","Uncharacterized protein","1842"
"PCOAH_00008090","PCOAH_00008090-t30_1","P. coatneyi Hackeri","CP016242:979,218..980,588(+)","Protein-L-isoaspartate O-methyltransferase","891"
"PCOAH_00008100","PCOAH_00008100-t30_1","P. coatneyi Hackeri","CP016242:981,978..985,448(+)","Uncharacterized protein","3471"
"PCOAH_00008110","PCOAH_00008110-t30_1","P. coatneyi Hackeri","CP016242:985,561..987,099(-)","Uncharacterized protein","1383"
"PCOAH_00008120","PCOAH_00008120-t30_1","P. coatneyi Hackeri","CP016242:988,110..994,950(+)","Uncharacterized protein","4446"
"PCOAH_00008130","PCOAH_00008130-t30_1","P. coatneyi Hackeri","CP016242:997,257..1,002,986(+)","SICA antigen","4158"
"PCOAH_00008140","PCOAH_00008140-t30_1","P. coatneyi Hackeri","CP016242:1,004,499..1,009,480(+)","Uncharacterized protein","4731"
"PCOAH_00008150","PCOAH_00008150-t30_1","P. coatneyi Hackeri","CP016242:1,014,063..1,015,145(+)","Uncharacterized protein","1083"
"PCOAH_00008160","PCOAH_00008160-t30_1","P. coatneyi Hackeri","CP016242:1,018,873..1,019,208(+)","Uncharacterized protein","336"
"PCOAH_00008170","PCOAH_00008170-t30_1","P. coatneyi Hackeri","CP016242:1,022,477..1,026,263(-)","Uncharacterized protein","3531"
"PCOAH_00008180","PCOAH_00008180-t30_1","P. coatneyi Hackeri","CP016242:1,027,250..1,028,818(+)","Polyprenyl synthetase","1569"
"PCOAH_00008190","PCOAH_00008190-t30_1","P. coatneyi Hackeri","CP016242:1,029,540..1,030,454(-)","Uncharacterized protein","360"
"PCOAH_00008200","PCOAH_00008200-t30_1","P. coatneyi Hackeri","CP016242:1,031,196..1,033,055(+)","Palmitoyltransferase","756"
"PCOAH_00008210","PCOAH_00008210-t30_1","P. coatneyi Hackeri","CP016242:1,033,383..1,038,830(-)","Uncharacterized protein","5448"
"PCOAH_00008220","PCOAH_00008220-t30_1","P. coatneyi Hackeri","CP016242:1,041,675..1,047,950(-)","STE/STE20 protein kinase","6276"
"PCOAH_00008230","PCOAH_00008230-t30_1","P. coatneyi Hackeri","CP016242:1,069,695..1,071,029(-)","Uncharacterized protein","1335"
"PCOAH_00008240","PCOAH_00008240-t30_1","P. coatneyi Hackeri","CP016242:1,072,098..1,072,787(+)","Nucleotide excision repair protein","690"
"PCOAH_00008250","PCOAH_00008250-t30_1","P. coatneyi Hackeri","CP016242:1,073,298..1,074,852(-)","Uncharacterized protein","803"
"PCOAH_00008260","PCOAH_00008260-t30_1","P. coatneyi Hackeri","CP016242:1,075,861..1,075,932(+)","tRNA-Gln","72"
"PCOAH_00008270","PCOAH_00008270-t30_1","P. coatneyi Hackeri","CP016242:1,077,316..1,078,866(+)","Uncharacterized protein","1551"
"PCOAH_00008280","PCOAH_00008280-t30_1","P. coatneyi Hackeri","CP016242:1,079,438..1,080,722(-)","MAK16-related protein","1140"
"PCOAH_00008290","PCOAH_00008290-t30_1","P. coatneyi Hackeri","CP016242:1,082,526..1,086,062(-)","Uncharacterized protein","1656"
"PCOAH_00008300","PCOAH_00008300-t30_1","P. coatneyi Hackeri","CP016242:1,087,732..1,089,039(+)","Uncharacterized protein","1308"
"PCOAH_00008310","PCOAH_00008310-t30_1","P. coatneyi Hackeri","CP016242:1,089,748..1,092,192(+)","Uncharacterized protein","2325"
"PCOAH_00008320","PCOAH_00008320-t30_1","P. coatneyi Hackeri","CP016242:1,093,321..1,100,091(-)","Uncharacterized protein","6771"
"PCOAH_00008330","PCOAH_00008330-t30_1","P. coatneyi Hackeri","CP016242:1,103,754..1,105,375(+)","Uncharacterized protein","834"
"PCOAH_00008340","PCOAH_00008340-t30_1","P. coatneyi Hackeri","CP016242:1,106,230..1,108,173(-)","Uncharacterized protein","1944"
"PCOAH_00008350","PCOAH_00008350-t30_1","P. coatneyi Hackeri","CP016242:1,108,578..1,109,406(-)","Uncharacterized protein","324"
"PCOAH_00008360","PCOAH_00008360-t30_1","P. coatneyi Hackeri","CP016242:1,110,213..1,111,457(-)","Aspartate aminotransferase","1245"
"PCOAH_00008370","PCOAH_00008370-t30_1","P. coatneyi Hackeri","CP016242:1,112,886..1,115,621(-)","5'-3' exonuclease","2736"
"PCOAH_00008380","PCOAH_00008380-t30_1","P. coatneyi Hackeri","CP016242:1,117,166..1,118,674(-)","Hexose transporter","1509"
"PCOAH_00008390","PCOAH_00008390-t30_1","P. coatneyi Hackeri","CP016242:1,121,872..1,123,065(-)","3'-5' exonuclease","1194"
"PCOAH_00008400","PCOAH_00008400-t30_1","P. coatneyi Hackeri","CP016242:1,123,693..1,124,988(+)","DEAD/DEAH box helicase","1029"
"PCOAH_00008410","PCOAH_00008410-t30_1","P. coatneyi Hackeri","CP016242:1,125,151..1,126,980(-)","Uncharacterized protein","1830"
"PCOAH_00008420","PCOAH_00008420-t30_1","P. coatneyi Hackeri","CP016242:1,127,504..1,129,605(-)","Uncharacterized protein","1710"
"PCOAH_00008430","PCOAH_00008430-t30_1","P. coatneyi Hackeri","CP016242:1,130,148..1,131,214(-)","Uncharacterized protein","582"
"PCOAH_00008440","PCOAH_00008440-t30_1","P. coatneyi Hackeri","CP016242:1,132,056..1,134,594(+)","Uncharacterized protein","1863"
"PCOAH_00008450","PCOAH_00008450-t30_1","P. coatneyi Hackeri","CP016242:1,135,494..1,136,864(+)","Uncharacterized protein","1371"
"PCOAH_00008460","PCOAH_00008460-t30_1","P. coatneyi Hackeri","CP016242:1,137,036..1,137,704(-)","DNA-directed RNA polymerase II 16 kDa subunit","399"
"PCOAH_00008470","PCOAH_00008470-t30_1","P. coatneyi Hackeri","CP016242:1,139,979..1,141,931(+)","Uncharacterized protein","1953"
"PCOAH_00008480","PCOAH_00008480-t30_1","P. coatneyi Hackeri","CP016242:1,143,196..1,144,449(+)","Uncharacterized protein","504"
"PCOAH_00008490","PCOAH_00008490-t30_1","P. coatneyi Hackeri","CP016242:1,144,729..1,145,411(-)","Uncharacterized protein","360"
"PCOAH_00008500","PCOAH_00008500-t30_1","P. coatneyi Hackeri","CP016242:1,147,122..1,150,449(+)","Proteasome 26S regulatory subunit","3003"
"PCOAH_00008510","PCOAH_00008510-t30_1","P. coatneyi Hackeri","CP016242:1,150,860..1,155,016(-)","DNA repair endonuclease","4068"
"PCOAH_00008520","PCOAH_00008520-t30_1","P. coatneyi Hackeri","CP016242:1,156,200..1,157,415(+)","SufE-like protein","783"
"PCOAH_00008530","PCOAH_00008530-t30_1","P. coatneyi Hackeri","CP016242:1,159,675..1,161,297(+)","MFS transporter","1623"
"PCOAH_00008540","PCOAH_00008540-t30_1","P. coatneyi Hackeri","CP016242:1,162,341..1,169,093(+)","Uncharacterized protein","6522"
"PCOAH_00008550","PCOAH_00008550-t30_1","P. coatneyi Hackeri","CP016242:1,169,630..1,172,812(-)","Uncharacterized protein","3183"
"PCOAH_00008560","PCOAH_00008560-t30_1","P. coatneyi Hackeri","CP016242:1,187,509..1,187,975(-)","DNA-directed RNA polymerase subunit","321"
"PCOAH_00008570","PCOAH_00008570-t30_1","P. coatneyi Hackeri","CP016242:1,188,866..1,190,260(+)","Adenylosuccinate lyase","1395"
"PCOAH_00008580","PCOAH_00008580-t30_1","P. coatneyi Hackeri","CP016242:1,190,884..1,194,224(-)","Merozoite surface protein 4","1785"
"PCOAH_00008590","PCOAH_00008590-t30_1","P. coatneyi Hackeri","CP016242:1,197,724..1,202,961(+)","Uncharacterized protein","4932"
"PCOAH_00008600","PCOAH_00008600-t30_1","P. coatneyi Hackeri","CP016242:1,203,234..1,204,130(-)","iron-sulfur assembly protein","657"
"PCOAH_00008610","PCOAH_00008610-t30_1","P. coatneyi Hackeri","CP016242:1,205,612..1,247,732(-)","Putative papain-like cysteine prorease","23391"
"PCOAH_00008620","PCOAH_00008620-t30_1","P. coatneyi Hackeri","CP016242:1,248,542..1,255,121(+)","Uncharacterized protein","4509"
"PCOAH_00008630","PCOAH_00008630-t30_1","P. coatneyi Hackeri","CP016242:1,255,385..1,256,281(-)","KRR1 small subunit processome component","897"
"PCOAH_00008640","PCOAH_00008640-t30_1","P. coatneyi Hackeri","CP016242:1,257,281..1,261,501(+)","Uncharacterized protein","4221"
"PCOAH_00008650","PCOAH_00008650-t30_1","P. coatneyi Hackeri","CP016242:1,261,734..1,267,281(-)","Uncharacterized protein","5445"
"PCOAH_00008660","PCOAH_00008660-t30_1","P. coatneyi Hackeri","CP016242:1,270,596..1,271,252(+)","Acyl carrier protein","456"
"PCOAH_00008670","PCOAH_00008670-t30_1","P. coatneyi Hackeri","CP016242:1,272,395..1,273,615(+)","Uncharacterized protein","1221"
"PCOAH_00008680","PCOAH_00008680-t30_1","P. coatneyi Hackeri","CP016242:1,274,070..1,275,585(-)","Uncharacterized protein","669"
"PCOAH_00008690","PCOAH_00008690-t30_1","P. coatneyi Hackeri","CP016242:1,276,493..1,277,168(+)","Uncharacterized protein","651"
"PCOAH_00008700","PCOAH_00008700-t30_1","P. coatneyi Hackeri","CP016242:1,278,598..1,295,138(+)","Transmission-blocking target antigen s230","14982"
"PCOAH_00008710","PCOAH_00008710-t30_1","P. coatneyi Hackeri","CP016242:1,296,158..1,298,564(-)","Phospholipase","2154"
"PCOAH_00008720","PCOAH_00008720-t30_1","P. coatneyi Hackeri","CP016242:1,300,087..1,302,552(-)","Uncharacterized protein","1302"
"PCOAH_00008730","PCOAH_00008730-t30_1","P. coatneyi Hackeri","CP016242:1,302,681..1,303,694(+)","2-C-methyl-D-erythritol 2","861"
