"experiment" "assembly" "num_uniq_mRNA_pirHMMerORFs_nomatch95known_over200aa" "num_transcripts" "num_ORFs_predict" "num_ORFs_over200aaLength" "num_ORFs_novel_nomatch95known" "num_uniq_mRNA_ORFs_predict" "num_uniq_mRNA_ORFs_over200aaLength" "num_uniq_mRNA_ORF_novel_nomatch95known" "knwn_trnscrpt_cvg_over75" "ancestral_over75" "knwn_trnscrpt_cvg_over95" "zhu16_trnscrpt_cvg_over95" "Sal1_trnscrpt_cvg_over95" "P01_trnscrpt_cvg_over95" "ancestral_over95" "mean_mismatches" "mean_gaps" "med_mismatches" "med_gaps" "assembly_file" "orf_file" "blast_file" "Cat.Sample.stage.s." "experiment_num" "expt_colour" "num_mRNA_pir_over200aa_over1TPM"
"31" "Muller19" "Muller19_Thai9_scspades_0.95cdhitest" 3 67477 5 3 5 5 3 5 0 0 0 0 0 0 "0" NA NA NA NA "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Muller19_Thai9/Muller19_Thai9_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Muller19_Thai9_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Muller19_Thai9/Muller19_Thai9_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Sporozoite" "E05" "#332288" 0
"32" "Rangel20" "Rangel20_PvJBC_scspades_0.95cdhitest" 60 27849 130 64 96 128 64 96 49 2 11 2 6 3 "0" 8.90909090909091 0.272727272727273 8 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Rangel20_PvJBC/Rangel20_PvJBC_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Rangel20_PvJBC_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Rangel20_PvJBC/Rangel20_PvJBC_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E10" "#661100" 0
"33" "Rangel20" "Rangel20_PvMRMS_scspades_0.95cdhitest" 45 33331 83 45 64 82 45 63 28 2 6 1 2 3 "0" 6.16666666666667 0 4 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Rangel20_PvMRMS/Rangel20_PvMRMS_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Rangel20_PvMRMS_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Rangel20_PvMRMS/Rangel20_PvMRMS_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E10" "#661100" 0
"34" "Rangel20" "Rangel20_PvTCF_scspades_0.95cdhitest" 50 47330 141 52 105 137 52 102 26 0 10 4 4 2 "0" 6.9 0.1 7 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Rangel20_PvTCF/Rangel20_PvTCF_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Rangel20_PvTCF_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Rangel20_PvTCF/Rangel20_PvTCF_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E10" "#661100" 0
"35" "Kim17" "SRX2884278_SRR5646669_scspades_0.95cdhitest" 201 23485 319 210 261 304 207 255 152 2 33 5 12 16 "PVP01_1147700.1-p1" 5.75757575757576 0.333333333333333 4 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX2884278_SRR5646669/SRX2884278_SRR5646669_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/SRX2884278_SRR5646669_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/SRX2884278_SRR5646669/SRX2884278_SRR5646669_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E02" "#CC6677" 114
"36" "Kim17" "SRX2884277_SRR5646670_scspades_0.95cdhitest" 211 17467 336 232 280 318 219 264 128 2 20 4 9 7 "PVP01_1147700.1-p1" 4.8 0.25 3 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX2884277_SRR5646670/SRX2884277_SRR5646670_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/SRX2884277_SRR5646670_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/SRX2884277_SRR5646670/SRX2884277_SRR5646670_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E02" "#CC6677" 150
"37" "Kim17" "SRX2884279_SRR5646668_scspades_0.95cdhitest" 0 20172 0 0 0 0 0 0 0 0 0 0 0 0 "0" 0 0 0 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX2884279_SRR5646668/SRX2884279_SRR5646668_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/SRX2884279_SRR5646668_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/SRX2884279_SRR5646668/SRX2884279_SRR5646668_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Sporozoite" "E02" "#CC6677" 0
"38" "Kim17" "SRX5158517_SRR8347510_scspades_0.95cdhitest" 23 5318 40 23 34 38 23 32 40 2 10 2 4 4 "PVP01_1147700.1-p1" 3.5 0.2 2 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX5158517_SRR8347510/SRX5158517_SRR8347510_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/SRX5158517_SRR8347510_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/SRX5158517_SRR8347510/SRX5158517_SRR8347510_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E02" "#CC6677" 10
"39" "Kim17" "SRX5158494_SRR8347533_scspades_0.95cdhitest" 5 1297 9 5 6 9 5 6 9 0 0 0 0 0 "0" NA NA NA NA "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX5158494_SRR8347533/SRX5158494_SRR8347533_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/SRX5158494_SRR8347533_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/SRX5158494_SRR8347533/SRX5158494_SRR8347533_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E02" "#CC6677" 2
"40" "Kim17" "SRX5158495_SRR8347532_scspades_0.95cdhitest" 75 6829 145 78 119 134 77 114 88 2 11 4 5 2 "0" 7.45454545454545 0.454545454545455 5 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX5158495_SRR8347532/SRX5158495_SRR8347532_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/SRX5158495_SRR8347532_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/SRX5158495_SRR8347532/SRX5158495_SRR8347532_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E02" "#CC6677" 41
"41" "Kim19" "Kim19_A_scspades_0.95cdhitest" 14 6997 24 14 22 23 14 21 30 0 4 1 2 1 "0" 1.5 0.5 1 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_A/Kim19_A_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_A_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_A/Kim19_A_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 7
"42" "Kim19" "Kim19_B_scspades_0.95cdhitest" 64 15137 120 67 103 113 65 99 78 2 18 2 6 10 "PVP01_1147700.1-p1" 5.22222222222222 0.333333333333333 3.5 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_B/Kim19_B_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_B_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_B/Kim19_B_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 38
"43" "Kim19" "Kim19_C_scspades_0.95cdhitest" 278 16391 465 289 372 445 285 361 165 0 39 4 17 18 "0" 7.53846153846154 0.333333333333333 4 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_C/Kim19_C_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_C_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_C/Kim19_C_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 143
"44" "Kim19" "Kim19_D_scspades_0.95cdhitest" 185 17070 323 192 269 317 191 264 134 2 29 4 10 15 "PVP01_1147700.1-p1" 5.93103448275862 0.310344827586207 4 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_D/Kim19_D_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_D_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_D/Kim19_D_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 124
"45" "Kim19" "Kim19_E_scspades_0.95cdhitest" 24 6618 50 25 43 48 24 41 38 2 6 1 3 2 "0" 6 0.5 4 0.5 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_E/Kim19_E_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_E_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_E/Kim19_E_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 12
"46" "Kim19" "Kim19_F_scspades_0.95cdhitest" 126 16537 244 131 197 236 130 192 94 2 18 3 9 6 "0" 7.05555555555556 0.388888888888889 4.5 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_F/Kim19_F_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_F_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_F/Kim19_F_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 92
"47" "Kim19" "Kim19_G_scspades_0.95cdhitest" 79 25129 162 81 147 157 80 143 78 2 24 1 12 11 "PVP01_1147700.1-p1" 4.79166666666667 0.125 3 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_G/Kim19_G_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_G_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_G/Kim19_G_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 62
"48" "Kim19" "Kim19_H_scspades_0.95cdhitest" 6 4673 10 6 10 10 6 10 9 0 3 2 1 0 "0" 2 0.666666666666667 2 1 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_H/Kim19_H_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_H_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_H/Kim19_H_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 3
"49" "Kim19" "Kim19_I_scspades_0.95cdhitest" 30 10506 59 30 56 58 30 55 37 2 11 4 6 1 "PVP01_1147700.1-p1" 3.81818181818182 0.363636363636364 1 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_I/Kim19_I_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_I_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_I/Kim19_I_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 18
"50" "Kim19" "Kim19_J_scspades_0.95cdhitest" 115 14190 208 119 169 202 118 167 98 2 24 2 12 10 "PVP01_1147700.1-p1" 5.20833333333333 0.375 1 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_J/Kim19_J_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_J_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_J/Kim19_J_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 59
"51" "Kim19" "Kim19_K_scspades_0.95cdhitest" 26 11335 48 26 39 47 26 38 36 2 8 2 4 2 "PVP01_1147700.1-p1" 2.5 0.125 1.5 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_K/Kim19_K_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_K_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_K/Kim19_K_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 16
"52" "Kim19" "Kim19_L_scspades_0.95cdhitest" 30 6703 58 30 45 56 30 43 30 2 9 3 4 2 "PVP01_1147700.1-p1" 3 0.333333333333333 1 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_L/Kim19_L_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_L_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_L/Kim19_L_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 13
"53" "Kim19" "Kim19_M_scspades_0.95cdhitest" 0 2114 0 0 0 0 0 0 0 0 0 0 0 0 "0" 0 0 0 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_M/Kim19_M_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_M_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_M/Kim19_M_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 0
"54" "Kim19" "Kim19_N_scspades_0.95cdhitest" 225 17027 388 234 309 372 231 297 140 0 20 4 10 6 "0" 6.7 0.2 6 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_N/Kim19_N_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_N_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_N/Kim19_N_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 59
"55" "Kim19" "Kim19_O_scspades_0.95cdhitest" 137 16227 313 141 226 304 141 221 89 2 17 3 7 7 "PVP01_1147700.1-p1" 6.17647058823529 0.294117647058824 5 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_O/Kim19_O_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_O_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_O/Kim19_O_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 9
"56" "Kim19" "Kim19_P_scspades_0.95cdhitest" 173 18115 351 185 277 337 183 266 119 0 23 3 13 7 "0" 7.52173913043478 0.347826086956522 7 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_P/Kim19_P_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_P_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_P/Kim19_P_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 80
"57" "Kim19" "Kim19_Q_scspades_0.95cdhitest" 14 3408 34 15 27 33 15 27 22 2 2 0 1 1 "PVP01_1147700.1-p1" 5 1 5 1 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_Q/Kim19_Q_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_Q_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_Q/Kim19_Q_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 13
"58" "Kim19" "Kim19_S_scspades_0.95cdhitest" 3 5743 6 3 5 6 3 5 8 0 1 1 0 0 "0" 8 0 8 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_S/Kim19_S_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_S_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_S/Kim19_S_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 2
"59" "Kim19" "Kim19_T_scspades_0.95cdhitest" 115 15064 195 117 163 185 115 158 96 2 22 1 13 8 "PVP01_1147700.1-p1" 6.36363636363636 0.318181818181818 5 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_T/Kim19_T_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_T_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_T/Kim19_T_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 58
"60" "Kim19" "Kim19_U_scspades_0.95cdhitest" 22 7498 34 22 31 34 22 31 27 2 6 1 3 2 "PVP01_1147700.1-p1" 2 0.166666666666667 2 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_U/Kim19_U_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_U_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_U/Kim19_U_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 17
"61" "Guna19" "PRJNA515743_Guna19_scspades_0.95cdhitest" 198 91133 352 203 300 344 202 296 216 2 87 5 65 17 "PVP01_1147700.1-p1" 1.98850574712644 0.114942528735632 0 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/PRJNA515743_Guna19/PRJNA515743_Guna19_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/PRJNA515743_Guna19_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/PRJNA515743_Guna19/PRJNA515743_Guna19_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E07" "#44AA99" 137
"62" "Gural18" "SRX3467115_SRR6371894_Gural18_scspades_0.95cdhitest" 0 14449 0 0 0 0 0 0 0 0 0 0 0 0 "0" 0 0 0 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX3467115_SRR6371894_Gural18/SRX3467115_SRR6371894_Gural18_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/SRX3467115_SRR6371894_Gural18_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/SRX3467115_SRR6371894_Gural18/SRX3467115_SRR6371894_Gural18_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Liver_Mixed" "E03" "#DDCC77" 0
"63" "Gural18" "SRX3467116_SRR6371895_Gural18_scspades_0.95cdhitest" 0 16494 0 0 0 0 0 0 0 0 0 0 0 0 "0" 0 0 0 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX3467116_SRR6371895_Gural18/SRX3467116_SRR6371895_Gural18_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/SRX3467116_SRR6371895_Gural18_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/SRX3467116_SRR6371895_Gural18/SRX3467116_SRR6371895_Gural18_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Liver_Mixed" "E03" "#DDCC77" 0
